rtk_x,rtk_y,rtk_fix,lidar_N,lidar_NE,lidar_E,lidar_SE,lidar_S,lidar_SW,lidar_W,lidar_NW,lidar_min,lidar_front_clear,imu_pitch,imu_roll,soil_moisture,soil_ph,depth_center,depth_min,cam_obstacle,out_collision_risk,out_speed,out_needs_treatment,out_nav_quality
37.47342557388122,49.94831091375252,4,5.558117190894668,8.750495645051394,10.794829545423749,9.224596065923755,9.215786658228804,5.4167279028043716,11.196781913940692,2.457970032388496,2.457970032388496,5.558117190894668,4.895009608733639,-1.4489507001677988,0.41347212767896346,6.645216813161046,2.6200126508516597,2.3673565559109715,0.0,0.26089822317367595,0.18043516062074166,0.0,1.0
95.08001983537373,74.67657429937931,4,3.179565301457651,4.579690460328388,1.1670361948581511,0.41822323130208766,4.80851241819877,11.501371784943828,11.46286147437104,1.387183959653424,0.41822323130208766,3.179565301457651,-1.201286093628669,-1.3603126435943818,0.3834225991028055,6.130053558013436,1.3267351059293806,0.9303872878312798,1.0,0.5732311245803443,0.11749392541613704,0.0,1.0
73.16543951462943,56.267563556953796,4,5.594237364612341,2.4775204958248698,6.783905510546311,9.336040674160015,7.205614559663245,10.568559974420237,2.9065133996998127,1.1243729330770533,1.1243729330770533,5.594237364612341,3.432710314787146,-0.7277105843046057,0.32697095999408454,6.417634873832163,7.5626461603670645,7.108729222234838,0.0,0.3581414667156335,0.2626647280922056,0.0,1.0
59.860369232481425,8.333041081370009,4,5.976143694625948,2.6904565941584626,3.507180560501401,1.2064914929598105,4.932275781840322,2.2821031971752186,8.687808352884613,9.644026268165176,1.2064914929598105,5.976143694625948,3.1509458898122027,2.5306978627743177,0.5436819237826199,6.510487520338955,5.4903076555376,5.205846035150115,0.0,0.3177852680244576,0.3190579764377475,0.0,1.0
15.556748002188021,18.555598471877417,4,11.47348207020266,10.54143887575855,10.907260687096002,1.3955380039792942,5.264540723340154,8.656379092113207,6.933082355338084,9.656643249048495,1.3955380039792942,11.47348207020266,3.280387930459044,-0.20331279102955957,0.5210922258362901,6.656043265067208,6.325192183289316,6.32100824910751,0.0,0.3445126482575768,0.4066574727679305,0.0,1.0
15.581499731493851,21.920334465508464,4,7.046191927852006,6.984414018867487,0.3249105781239788,2.820039149552249,2.922750207030738,11.788686947444893,1.4339284710555937,10.755629839607597,0.3249105781239788,7.046191927852006,1.1416097713282352,1.2065074682524635,0.5763599780882291,6.370954276145336,4.09539980704469,3.9503567683284753,0.0,0.7108119273878968,0.27959899306502295,0.0,1.0
5.799476128861318,25.792771163545314,4,11.684936497788717,8.139049188320799,6.283540513124798,8.633090513072915,3.692668528833071,5.954619526012967,1.29620213640973,8.629517235869685,1.29620213640973,11.684936497788717,0.9014680971397651,1.0806470020637704,0.37150436686790556,6.318637303176935,2.2626436813059554,2.005264214015506,0.0,0.36998820955476125,0.5104230046298129,0.0,1.0
86.61896880753115,56.54115028194189,4,7.204312816273153,1.471190469007813,5.851469240076114,1.0027869196419041,6.320007245666805,4.814894888872156,7.043970002520385,2.3255249512653675,1.0027869196419041,7.204312816273153,-0.08304292749118458,-2.32482724874327,0.23367882200430468,6.759105223609333,1.1722079637675435,0.7222036651060653,1.0,0.49012775913907597,0.32504241212059115,1.0,1.0
60.08900746060681,50.42365660372263,4,2.1321324474115166,7.117441070907105,8.74891546149219,9.817616188933545,4.28497397174546,4.569032065326801,4.555798462376798,2.349915886716552,2.1321324474115166,2.1321324474115166,1.5649216346069195,-2.4015940088703074,0.36910914532783606,6.600425802635426,0.4346949585473838,0.3,1.0,0.3578963805267919,0.08290050745486732,0.0,1.0
70.78960684535053,20.293778917638583,4,4.925613762550281,2.6491513631274235,0.7345673121898566,6.157886905001966,6.686615055222458,1.3627955614458744,1.0924940113069161,9.580397789917855,0.7345673121898566,4.925613762550281,0.9883553214752165,-0.0878000745528027,0.3556610241192282,6.669770586330337,7.440704928301061,7.1732789826787995,0.0,0.5059893047312908,0.2097232567367927,0.0,1.0
2.099530562844197,6.763661415004722,4,9.59310403801334,1.8739786580556008,7.345907120086192,3.0762806822208755,11.309374831570372,5.054192076332612,0.6848720096613655,2.4272857345144505,0.6848720096613655,9.59310403801334,1.2843648106622885,0.42475039858918784,0.5623992451633336,6.156705232655215,3.12509926118658,2.6607572749556656,0.0,0.5237952247234722,0.3941672865661085,0.0,1.0
96.98338413175131,17.170658785828067,4,5.295811331622639,6.013464053496747,5.271536136260583,1.694247106723468,5.497503841180963,4.605065408929356,8.97522069393501,8.194862545191505,1.694247106723468,5.295811331622639,-4.341031379507582,1.3098496606963337,0.27054517066129363,6.487874533057454,4.545182456373064,4.339374920464747,0.0,0.3046389936813726,0.24121629058908228,0.0,1.0
83.23136092052361,98.41673074817103,4,1.6162545077998636,7.402638566969329,3.8655273093253695,9.972964575225307,2.2324790519531335,5.30731634171386,11.790134722953722,3.2275382764826244,1.6162545077998636,1.6162545077998636,1.2537284088455767,0.8030358752514788,0.30500412495335966,6.281861479696755,1.4004551391325344,1.3685418591733223,0.0,0.2921657298057696,0.0657549808276222,0.0,1.0
21.211590056173147,46.86093611403959,4,1.6156901107954338,1.3672669158093176,9.546346861172143,9.206498415945024,1.438372718510434,4.419837966431694,8.391332836624883,7.265825265670926,1.3672669158093176,1.6156901107954338,0.6451751978160098,-2.5774523208960574,0.4798918242453035,6.225292006901205,5.211279942384526,5.036045515124083,0.0,0.32915814500103635,0.033361051131641443,0.0,1.0
18.192081813419254,86.73017236173281,4,3.2112797449048847,8.472876469355008,2.082173837033934,0.8173527863606141,0.40396897613408694,1.303723275127867,8.633066345538866,10.382292382999506,0.40396897613408694,3.2112797449048847,1.1884147632900879,0.36518005550563315,0.6017987394191252,6.463707657318304,2.486837620079782,2.4058508608264786,0.0,0.5392182423265202,0.08654178965076777,0.0,1.0
18.319905893628725,84.89020690862125,4,0.9691757684087694,10.02796042553296,10.720317789705769,6.8171002666139735,1.2738480752187182,6.246910373268291,0.7980104920411186,8.24588976976166,0.7980104920411186,0.9691757684087694,1.7437840906346884,-0.914280205375413,0.6302641086161467,6.466095089719728,5.513215423611419,5.1630070718395205,0.0,0.4792057339540885,0.07486748734743906,0.0,1.0
30.41896214724217,51.17377808111675,4,10.083014130752948,7.594829321064519,1.8708180460035355,4.012978892480503,10.807580637373063,4.935603565965048,6.726480116287249,1.4763282629399066,1.4763282629399066,10.083014130752948,4.784154999854084,-1.562163758739262,0.5444439761715059,6.34926771067341,4.460152204044703,4.013940959118639,0.0,0.2623469202375123,0.45547916961442275,0.0,1.0
52.497265803434615,70.67357153599006,4,6.695450607487483,9.572439119471658,1.3358462633267891,2.597020323369849,9.76627921649515,7.830186349691407,8.693660387235514,1.8016923429016516,1.3358462633267891,6.695450607487483,3.101601637737615,-1.5416977990603424,0.4380203654844905,6.681812508593525,1.9192397179930358,1.617252027027332,0.0,0.3657742072945882,0.30627633946434574,0.0,0.0
43.18772937295051,19.267296380806485,4,9.212614944845543,10.218876966701812,1.4645473319075204,7.044093728875498,4.042906075044779,2.422248338940049,10.821163426634946,3.9287280251799657,1.4645473319075204,9.212614944845543,1.8709498874125203,0.9394915693649649,0.5457523247053815,6.380064778100717,7.625540538033347,7.559897685755202,0.0,0.3291277644985246,0.3550195741701942,0.0,1.0
29.094962993703263,68.86868757038711,2,1.091321497462527,11.908503419866744,2.886577889588269,6.271421374490994,4.401149545043691,6.265142662864791,0.6984367522405167,8.566361803024288,0.6984367522405167,1.091321497462527,2.837374397598039,-3.437468836545909,0.615220235462761,6.357468502159143,7.927231195875213,7.8482005733062055,0.0,0.4628790676184382,0.02341273153220557,0.0,0.0
61.20958308132268,27.223838622677576,1,6.49629576945948,7.206654984551023,2.5570732342526163,2.089726175093236,7.560275100623523,2.8691472837753182,8.384497790545469,6.823239437344535,2.089726175093236,6.49629576945948,3.8355552798605252,-1.592588556671649,0.42150644993689074,6.457357275641238,3.0746649359264517,2.9752658137640244,0.0,0.20323755218951495,0.16066334161162882,0.0,0.0
13.994518312588779,83.18419033350361,4,1.4005399490895643,1.7852863654444204,5.951338828919718,3.0776911546013253,0.5548689529101742,7.22179203232869,3.620159385469642,5.4165711698338095,0.5548689529101742,1.4005399490895643,4.9189596492288,-1.1269108521410232,0.535461822070946,6.347760487855509,0.8391836534122455,0.599321565942239,1.0,0.6457010427780632,0.03312336667902108,0.0,1.0
29.240107958090924,8.355932312946253,4,10.640543811839507,5.17661837369967,3.837971967025816,1.2439967545633273,4.868790990208921,1.4237037705182451,7.968532192766365,2.200087924065511,1.2439967545633273,10.640543811839507,2.4927807445904593,0.7853320918636393,0.5861643845454122,6.598443663875873,7.644002594071303,7.461332647998484,0.0,0.292745800244062,0.4405936014510885,0.0,1.0
36.599809140055285,77.32877476530095,4,3.635768063754274,9.02166713381061,1.474389532404713,1.1560981158054813,9.438133027729066,4.632186812428871,1.4454170794465881,4.642944377333705,1.1560981158054813,3.635768063754274,3.373375839267742,-0.7567583826099116,0.5612782867595926,6.269312329598275,5.080564807979229,4.585678400039838,0.0,0.30363686920332017,0.14808169215699596,0.0,1.0
45.615321252504266,9.993762283309746,4,3.438570022392378,10.611377377431046,9.928365718506067,7.968960923581922,0.8835772382761777,11.489841044689891,5.4989464505425865,4.086311490531583,0.8835772382761777,3.438570022392378,1.4236666967958693,2.3393665589765407,0.5554919113435117,6.320073144133347,2.1617905883631323,1.9019834959053479,0.0,0.4351525653372341,0.11836881267773212,0.0,1.0
78.55219390048197,88.12506182001584,4,3.5353597165420365,2.942237843219337,1.9899937359827102,8.642152762304642,0.5062636082701226,6.890599679966137,6.21916305580328,10.248819692465716,0.5062636082701226,3.5353597165420365,2.0853840254485614,0.5732363915873461,0.39768747397704607,6.252046756248065,4.861255593732138,4.738154013238042,0.0,0.5816282609448359,0.11034506808369163,0.0,1.0
19.939593401098502,30.464733162411004,4,1.5701063213876925,7.368541166463028,11.979297099949571,1.73928482199694,5.5549793985283875,3.0624597209543767,10.058570658944584,2.4002421247928876,1.5701063213876925,1.5701063213876925,3.1660957505866976,0.11073629133981988,0.4858632384582139,6.698520076361587,5.996576264851178,5.7872033090070225,0.0,0.25720835467510755,0.03208466405573963,0.0,1.0
